,Colorectal cancer,West nile virus infection,Lung cancer,Cerebral cavernous malformations,Thyroid cancer,Esophageal cancer,Alzheimer disease,Rheumatoid arthritis,Colorectal adenocarcinoma,Gastric cancer,Pancreatic adenocarcinoma,Liver fibrosis,Hepatocellular carcinoma,Osteoarthritis,Multiple myeloma,Prostate cancer,Osteosarcoma,Colorectal carcinoma,Muscle-invasive bladder cancer,Parkinson disease,Breast cancer,Pancreatic cancer,Colon cancer,Laryngeal cancer,Laryngeal squamous cell carcinoma,Glioblastoma,Glioma,Pancreatic ductal adenocarcinoma,Liver cancer,Lung squamous cell carcinoma,Non small cell lung cancer,Non small cell lung carcinoma,Ovarian carcinoma,Cervical cancer,Renal cell carcinoma,Clear cell renal cell carcinoma,Cholangiocarcinoma,Neuroblastoma,Acute myeloid leukemia,Nasopharyngeal carcinoma,Esophageal squamous cell cancer,Esophageal squamous cell carcinoma,Liver cirrhosis,Early hepatocellular carcinoma,Triple negative breast cancer,Bladder cancer,Atherosclerosis,Ovarian cancer,Papillary thyroid cancer,Papillary thyroid carcinoma,Gastric carcinoma,Nasopharyngeal cancer,Nk/T cell lymphoma,Ischemia,Esophagus adenocarcinoma,Retinoblastoma,Epithelial ovarian cancer,Renal cell cancer,Diffuse large B cell lymphoma,Oral squamous cell carcinoma,Lymphoma,Hemangioma,Myasthenia gravis,Pneumonia,Pediatric neuroblastoma,Leukemia lymphoblastic acute,Tongue squamous cell carcinoma,Melanoma,Nonalcoholic fatty liver disease,Epithelial ovarian carcinoma,Herpes simplex keratitis,Dysregulated immunity,Pre-eclampsia,Chronic obstructive pulmonary disease,Lung adenocarcinoma,T-cell acute lymphoblastic leukemia,Chronic myeloid leukemia,Ovarian clear cell carcinoma,Primary breast cancer,Wilms tumor,Colon and rectal adenocarcinoma,Uveal melanoma,Hypopharyngeal cancer,Cardiac hypertrophy,Hepatic carcinoma,Cancer,Tuberculosis,Prader-willi syndrome,Acute promyelocytic leukemia,Heart failure,Uterine leiomyoma,Adenocarcinoma,Lung carcinoma,Head and neck squamous cell carcinoma,Psoriatic arthritis,B-cell lymphoma,Prostate carcinoma,Prostatic neoplasms,Malignant glioma,Epstein-barr virus infections,Stomach cancer,Urinary bladder cancer,Colon carcinoma,Gallbladder cancer,Liposarcoma,Meningioma,Uterine cervical neoplasm,Renal carcinoma,Lung small cell carcinoma,Mouth neoplasms,Lymphosarcoma,Breast neoplasms
SNORD3B-2,0.052611212,0.103761294,0.186742295,0.069186992,0.002124655,0.020053756,2.06613E-05,0.022613882,0.000630584,0.645352162,0.001897079,0.000215562,0.147127854,0.005412851,0.000860174,0.039686524,0.006100699,4.30779E-05,0.001486777,2.7839E-181,0.042790279,0.001012473,0.000317433,0.000237702,2.04668E-37,0.0028495,0.004660906,0.063531481,0.0009988,2.72292E-06,0.00222641,0.006271661,3.97973E-71,0.001075861,0.000118786,0.000635391,0.000221882,1.3911E-183,0.007852752,2.14292E-75,0.00069683,2.21083E-07,0.003586118,0.001040406,8.63103E-05,0.000199426,3.24179E-09,0.00851352,0.000714808,0.000109061,0.000313897,3.30957E-75,4.30826E-26,3.60627E-30,1.83223E-11,0.000369382,0.000261465,4.20826E-72,0.087440648,0.030474171,0.00145344,0.000619952,0.000593425,0.000416179,0.000780475,0.001072606,0.00058621,0.00054516,4.85757E-56,0.000265066,0.001276307,0.077898201,0.00026368,0.000274734,0.053471609,0.000841055,0.000689176,8.44301E-05,0.000381333,0.000217204,0.000205351,2.97864E-05,8.30828E-05,5.58943E-55,2.78156E-84,0.047629966,0.001477548,0.000911748,0.000750388,0.007497875,0.034552765,0.001426422,0.001394009,0.00071935,0.000567873,0.001395055,0.00058138,0.000621701,0.000391928,0.001547879,0.00024835,0.000200918,7.15799E-05,0.000109702,8.2538E-05,8.7212E-05,0.000100095,8.91877E-05,0.000177251,0.000239599,0.000643189,2.96602E-05
SNORD3C,0.052527486,0.10367679,0.186793766,0.069189142,0.002118925,0.020055635,2.06286E-05,0.02264879,0.000630258,0.645438066,0.001900732,0.000216978,0.147090936,0.005409537,0.000859973,0.039712807,0.006107412,4.28774E-05,0.001487741,5.2115E-174,0.042791609,0.001011691,0.000315955,0.000237353,2.06539E-37,0.002850471,0.004659968,0.063235791,0.001000362,2.74782E-06,0.002228766,0.006279091,4.01612E-71,0.001085699,0.000118233,0.000635194,0.000221173,3.1892E-174,0.007863242,2.16251E-75,0.000703202,2.20054E-07,0.003586181,0.001038805,8.70996E-05,0.000198498,3.27144E-09,0.008512358,0.000711482,0.000108553,0.000315313,3.33984E-75,4.34765E-26,3.63925E-30,1.84898E-11,0.000367663,0.000260411,4.18868E-72,0.087033679,0.030475711,0.001450455,0.000617066,0.000594944,0.000414242,0.000777195,0.001071807,0.000585665,0.000544839,4.90199E-56,0.000264346,0.001287978,0.078362906,0.000262462,0.000273801,0.05322274,0.000842169,0.000686723,8.52022E-05,0.000381112,0.000217615,0.000205729,3.00588E-05,8.38426E-05,5.64054E-55,2.807E-84,0.047475691,0.001485767,0.000909147,0.000749847,0.007498108,0.034565812,0.001428437,0.001398566,0.000718624,0.000567912,0.001394632,0.000581482,0.000622757,0.000391676,0.001562034,0.00024947,0.000201409,7.22345E-05,0.000110705,8.32928E-05,8.80096E-05,0.00010101,9.00033E-05,0.000178122,0.00024019,0.000645009,2.99315E-05
SNORD3D,0.073057827,0.111479457,0.24162364,0.075716777,0.012870692,0.036807108,2.33055E-05,0.027060578,0.000747718,0.710711436,0.002501058,0.000338587,0.225647739,0.006237063,0.001531076,0.052384426,0.016626061,0.002198073,0.002930141,0.002022181,0.054807569,0.009792528,0.005133172,0.000990072,0.000753051,0.011795995,0.01264434,0.064308468,0.006316984,0.000780804,0.008463535,0.015628714,0.002999075,0.007609598,0.002820193,0.004734064,0.000863304,0.005517188,0.014166236,0.001293874,0.001348496,0.000461952,0.003979483,0.001781228,0.000148107,0.003690743,5.5451E-09,0.013014482,0.000686977,0.002656479,0.000864768,5.66104E-75,7.3693E-26,5.74255E-06,0.003337941,0.000624269,0.001824567,0.003993072,0.084028552,0.034764847,0.001602024,0.00059576,0.000802785,0.000399939,0.000769155,0.001258511,0.000681934,0.005965811,8.3089E-56,0.000282626,0.003478777,0.116502421,0.000253914,0.000282855,0.051385048,0.001218515,0.001000047,0.000144419,0.000858796,0.000557229,0.000695829,0.002031284,0.002301873,0.001828112,0.002818249,0.047690536,0.002239894,0.001705041,0.002010311,0.010049485,0.038623247,0.001840775,0.002218395,0.000833684,0.000691387,0.001670312,0.000711197,0.002918422,0.003917276,0.002647657,0.002562322,0.002367457,0.002411648,0.0024218,0.00230931,0.002262681,0.002282683,0.002268908,0.002546155,0.002548724,0.002814847,0.002299599
SNORD3P3,0.103971637,0.110860212,0.263448427,0.07277191,0.031327228,0.060738507,0.002390081,0.0230998,0.0017374,0.682223348,0.003216841,0.000651683,0.291624093,0.009250842,0.00282581,0.064911334,0.036488292,0.008033503,0.008578891,0.00955953,0.070838235,0.023530311,0.015685043,0.004273322,0.005189586,0.02756613,0.030232409,0.081646517,0.017471284,0.005199554,0.023131713,0.03124456,0.008253738,0.019536197,0.010045153,0.014518328,0.004032422,0.014089017,0.022157984,0.00715441,0.006102703,0.007217055,0.004183056,0.003431749,0.002305661,0.013126434,0.001777302,0.023276952,0.004608658,0.009244246,0.003316426,0.001885457,0.001773178,0.001598004,0.008298097,0.00428687,0.006457919,0.010714623,0.100500183,0.038876832,0.003952849,0.002967058,0.002684844,0.00263527,0.003289692,0.00346406,0.001966789,0.014018365,0.001669478,0.001322147,0.004263742,0.072665702,0.001791862,0.001825763,0.062190151,0.002862073,0.003155663,0.001888686,0.003249846,0.002697115,0.003067074,0.005787313,0.006357974,0.005037516,0.007307016,0.054169241,0.001817229,0.003004424,0.003772781,0.011626683,0.036136665,0.002556734,0.003221367,0.001903536,0.001462905,0.002381743,0.001684963,0.005344562,0.008268074,0.001345246,0.005770398,0.005453282,0.005392505,0.005499938,0.005150758,0.005148018,0.005251602,0.005215458,0.00555792,0.005797994,0.004747552,0.00508063
SNORD41,0.103163129,0.110635736,0.259630624,0.072059756,0.030881723,0.059829815,0.002461795,0.023219989,0.001796055,0.676402499,0.003355731,0.000680935,0.28601422,0.009272376,0.002856517,0.064535228,0.036172545,0.007995889,0.008721682,0.009585385,0.070143654,0.023135768,0.01552979,0.004309897,0.005248038,0.027172144,0.029977056,0.083052766,0.017368572,0.005255486,0.023003748,0.030931148,0.008114606,0.019440244,0.009996286,0.014407057,0.004071148,0.013800268,0.022001361,0.007202046,0.00630558,0.00737378,0.004184328,0.003462256,0.002379657,0.013066914,0.001830548,0.023180267,0.004739744,0.009191369,0.003374362,0.001941944,0.001826302,0.001645139,0.008116635,0.004376998,0.006448072,0.010521149,0.102657358,0.038596959,0.004075565,0.003049896,0.002780419,0.002710157,0.003382352,0.003577872,0.002030666,0.013724846,0.001719495,0.001361681,0.004298206,0.076634075,0.001843018,0.001879469,0.063531246,0.002946519,0.003208937,0.001950142,0.003298521,0.002747794,0.003108593,0.005707265,0.006274981,0.004952899,0.007162819,0.054866108,0.001931066,0.002998269,0.00374747,0.011423982,0.035905562,0.002661718,0.003322349,0.001966361,0.001514303,0.002469158,0.001743496,0.005210674,0.008074455,0.00147488,0.005668523,0.005351503,0.005263245,0.00538319,0.005030488,0.005034973,0.005142666,0.005104181,0.005436749,0.005690921,0.004657697,0.004944805
SNORD42A,0.05352735,0.105104932,0.193720721,0.55084442,0.015660718,0.028939003,0.000517712,0.022920259,0.001274481,0.649115548,0.002106476,0.001323131,0.148214149,0.01245061,0.003982797,0.040032843,0.006236043,4.48153E-05,0.001555196,1.799E-89,0.043015925,0.001057522,0.000330235,0.000454775,2.15951E-37,0.002869351,0.007499254,0.066093744,0.001045744,2.87304E-06,0.005862426,0.00889116,5.21647E-15,0.005643373,0.000123577,0.000640365,0.000531578,4.90828E-89,0.00796422,8.59353E-34,0.000735248,2.3E-07,0.010753383,0.006251135,0.000677457,0.000207469,0.001221793,0.012827966,0.000804486,0.000113459,0.005114111,0.000191689,0.000531137,0.010008518,0.007359186,0.008297811,0.000367032,4.37799E-72,0.090967182,0.033460619,0.002594583,0.004567718,0.00111597,0.000436983,0.000835061,0.001567181,0.001167053,0.000550561,0.000194006,0.001439885,0.001701157,0.080837992,0.000782108,0.000661217,0.055628152,0.001397207,0.001687318,0.000463348,0.000749124,0.001369245,0.00060532,3.31974E-05,0.000323365,0.000865978,9.52481E-07,0.049046556,0.002021835,0.009623215,0.007148177,0.026918002,0.034800474,0.002200867,0.001842013,0.001680392,0.001260731,0.002324189,0.001211849,0.001011351,0.00093855,0.002751081,0.000898799,0.000746499,0.000454452,0.000701161,0.000922729,0.001998603,0.000646506,0.000527625,0.000691306,0.000892444,0.001721462,0.000697505
SNORD42B,0.053315851,0.10485888,0.19371701,0.551450421,0.015666787,0.028940166,0.000518328,0.022993754,0.001275146,0.64883553,0.002117327,0.001328259,0.148026213,0.012449188,0.003987344,0.040070469,0.006248899,4.43722E-05,0.001558979,1.22331E-75,0.042985956,0.001056617,0.000326969,0.000454443,2.2068E-37,0.002869659,0.007497644,0.065440217,0.001050499,2.93594E-06,0.00587184,0.008909127,5.22357E-15,0.005674357,0.000122355,0.000639476,0.000530486,3.3376E-75,0.00798609,8.60522E-34,0.000751346,2.27725E-07,0.010761281,0.006255299,0.000680248,0.000205418,0.001223455,0.012825686,0.000797215,0.000112337,0.005124348,0.00019195,0.000531859,0.010022127,0.007369193,0.008304772,0.000364866,4.33711E-72,0.090067708,0.033444661,0.002590244,0.004566675,0.001120895,0.000432707,0.000827916,0.001566901,0.00116706,0.000549488,0.000194269,0.001439984,0.001731124,0.081990768,0.000780109,0.00065974,0.055078107,0.001401423,0.001683374,0.000465807,0.000749437,0.001372002,0.000606967,3.3888E-05,0.000325605,0.000867156,9.53776E-07,0.048694516,0.0020438,0.009629604,0.007156254,0.026939104,0.034807543,0.002208093,0.001854915,0.001680599,0.001262286,0.002325703,0.001213483,0.001014139,0.000939042,0.00278836,0.000902619,0.000748612,0.000456621,0.000704491,0.000925772,0.00200321,0.000649554,0.000530275,0.000694271,0.000894979,0.001727917,0.000699096
SNORD43,0.100748645,0.10384246,0.200931323,0.069156024,0.034834937,0.063298104,0.008649763,0.023369883,0.004558403,0.663857365,0.006795513,0.001902885,0.191421747,0.015291343,0.004485727,0.07670373,0.051090146,0.014346704,0.019874458,0.020966967,0.082178914,0.023852814,0.023036601,0.009942703,0.013746713,0.033358385,0.044965299,0.073494438,0.026613494,0.013619287,0.037976665,0.040018488,0.009508389,0.029510893,0.017669203,0.023348561,0.009680388,0.013502296,0.02632171,0.017197528,0.019797135,0.023132362,0.005111684,0.005335224,0.008229442,0.023202559,0.006476723,0.035390791,0.014524734,0.015840216,0.00855086,0.006870862,0.006461704,0.005783958,0.007345905,0.012602181,0.011987861,0.011658792,0.088623391,0.045956129,0.010122068,0.008844096,0.008275718,0.008281969,0.009541108,0.009586257,0.005497802,0.012624619,0.006083807,0.004021633,0.004145503,0.088217441,0.005693486,0.005811316,0.056863803,0.007260137,0.007342756,0.006716856,0.007970618,0.007403165,0.007720183,0.007449018,0.008193349,0.005819168,0.007298611,0.051093563,0.003256607,0.003125197,0.003882802,0.008477718,0.034927963,0.005548081,0.006370519,0.004883073,0.003763559,0.004783171,0.004540924,0.00294431,0.005325512,0.001863181,0.005350395,0.004978137,0.003809787,0.004504033,0.003737757,0.004093238,0.004459369,0.004315586,0.004176769,0.005251844,0.002407957,0.003032281
SNORD44,0.133365851,0.110798561,0.26768591,0.072892766,0.051536673,0.087422208,0.008145187,0.023236874,0.004333622,0.695090603,0.00637908,0.001757896,0.311646503,0.015782969,0.005136331,0.08830644,0.065023284,0.017254722,0.020616409,0.023245503,0.096017699,0.037455365,0.030122175,0.010632778,0.014247376,0.046635746,0.056001573,0.087343937,0.033761046,0.014166821,0.046084087,0.052454734,0.014152122,0.037532609,0.021350167,0.029070567,0.01024377,0.022278733,0.033638117,0.018433901,0.018744345,0.022578155,0.005187604,0.006175555,0.007727833,0.027950523,0.006097356,0.04065352,0.013814802,0.019358705,0.008727062,0.00646841,0.006083218,0.005455128,0.012703928,0.01240374,0.014044944,0.017900252,0.100647538,0.049055253,0.009696668,0.008448119,0.007773416,0.007878799,0.009124848,0.009104281,0.005222637,0.021279947,0.005727455,0.003822128,0.005847805,0.074120448,0.005411607,0.005514185,0.064060467,0.007080492,0.007539199,0.006303471,0.008237479,0.00743812,0.008005266,0.010439745,0.01143902,0.008648434,0.01175821,0.056265025,0.002882791,0.004352677,0.005668016,0.012022697,0.036312879,0.005232273,0.006408606,0.004656368,0.003570716,0.004587096,0.004301259,0.006561677,0.011033138,0.00138821,0.0088295,0.008317536,0.007539418,0.00808852,0.007259051,0.007497882,0.007835995,0.007711678,0.007873998,0.008797611,0.005598398,0.0067474
SNORD45A,0.052706385,0.103336109,0.18440486,0.068116437,0.002198508,0.01975864,2.16502E-05,0.02267749,0.000663695,0.636162478,0.002016923,0.000233554,0.145293234,0.005366198,0.000906404,0.039375277,0.006085165,4.45612E-05,0.00157241,2.00427E-79,0.04212817,0.001064503,0.000328363,0.000249195,2.24051E-37,0.00281607,0.004602558,0.065719093,0.001060322,2.9808E-06,0.002223337,0.006262088,4.35663E-71,0.001177751,0.000122876,0.00062787,0.000230934,5.46833E-79,0.007879699,2.34599E-75,0.000762824,2.28696E-07,0.003563845,0.001090388,9.44844E-05,0.000206293,3.54881E-09,0.00843062,0.000739422,0.000112816,0.00033727,3.62301E-75,4.71627E-26,3.9478E-30,2.00575E-11,0.000382101,0.00027118,4.35317E-72,0.090451537,0.030009794,0.001519996,0.000641299,0.000632556,0.000430509,0.000808888,0.001127855,0.000615932,0.000540321,5.31761E-56,0.000276437,0.001397181,0.08228156,0.000272801,0.000285707,0.055312825,0.000891977,0.000716206,9.24262E-05,0.00040125,0.000230892,0.00021825,3.26073E-05,9.09512E-05,6.11878E-55,2.79332E-79,0.048552043,0.001594364,0.000950318,0.000789119,0.007381858,0.034162865,0.001513335,0.001490253,0.000755571,0.000599141,0.001469604,0.000613662,0.000624607,0.000412289,0.001694473,0.000266843,0.000214067,7.8359E-05,0.000120091,9.03548E-05,9.54715E-05,0.000109574,9.76343E-05,0.00019076,0.0002553,0.000686361,3.24692E-05
SNORD45B,0.043835105,0.083102101,0.162179932,0.043003243,0.005681784,0.016215131,5.65526E-05,0.044000101,0.002092656,0.45876617,0.00882776,0.001550557,0.107106563,0.003761584,0.003077004,0.047899079,0.011208876,0.000432474,0.006073297,0.000362839,0.02802797,0.004762224,0.001201613,0.000794359,0.000135119,0.004089431,0.004451256,0.067692759,0.005351315,0.000162681,0.004597226,0.011717179,0.000538122,0.010287594,0.000611018,0.001140823,0.000524533,0.000989945,0.015765281,0.000232159,0.006020835,8.30832E-05,0.003625852,0.002979526,0.000742354,0.000838496,2.78794E-08,0.007516563,0.000755066,0.000573047,0.001977083,2.84623E-74,3.7051E-25,1.03038E-06,0.000598925,0.0004385,0.000646027,0.000716474,0.092363852,0.019706378,0.003601533,0.000654857,0.002967028,0.000439611,0.00101701,0.003425318,0.001812865,0.001335292,4.17751E-55,0.000560826,0.011208723,0.453114748,0.000283791,0.000479578,0.056482242,0.003661694,0.001194165,0.0007261,0.001325348,0.001055167,0.001022813,0.000611493,0.001102037,0.000328017,0.000505677,0.044057092,0.009813746,0.001993866,0.002608817,0.004991174,0.031957959,0.006237241,0.007560659,0.002193098,0.002065988,0.004791848,0.002149001,0.001682455,0.001893268,0.01331177,0.001901376,0.001368299,0.001026339,0.001344307,0.001098853,0.001129249,0.001239675,0.00114675,0.001523814,0.001585044,0.003658173,0.000658591
SNORD45C,0.052586678,0.103173014,0.184296608,0.06807414,0.002189492,0.019746543,2.15658E-05,0.022668094,0.000661411,0.635776469,0.002012062,0.000233436,0.145160737,0.005359317,0.000903394,0.039354258,0.00608228,4.43279E-05,0.001567776,1.10098E-45,0.04210201,0.001060723,0.000326644,0.000248236,2.24167E-37,0.002814442,0.004598511,0.065374979,0.001057606,2.98234E-06,0.002222125,0.006259191,1.63285E-45,0.001178363,0.000122233,0.000627259,0.000229872,3.00385E-45,0.007875256,7.04453E-46,0.00076322,2.27498E-07,0.003560314,0.001086158,9.45334E-05,0.000205213,3.55065E-09,0.008422627,0.00073555,0.000112226,0.000336817,3.62489E-75,4.71872E-26,3.94985E-30,2.00679E-11,0.0003801,0.000269835,2.17404E-45,0.08997792,0.02999124,0.001513763,0.000637941,0.000631198,0.000428255,0.000804814,0.001123864,0.000613704,0.000539641,5.32037E-56,0.000275224,0.001397906,0.082293789,0.000271377,0.000284369,0.055023199,0.000889602,0.0007128,9.24742E-05,0.000399858,0.000230332,0.000217716,3.26243E-05,9.09985E-05,9.95321E-46,1.5344E-45,0.048363187,0.001592909,0.000946092,0.000786335,0.007377274,0.034143291,0.001509362,0.001487493,0.000752812,0.000597228,0.00146468,0.000611731,0.000624361,0.000410848,0.001695353,0.000266485,0.000213597,7.83997E-05,0.000120153,9.04017E-05,9.55211E-05,0.000109631,9.7685E-05,0.000190535,0.000254742,0.000684965,3.24861E-05
SNORD46,0.073582908,0.111348998,0.240006943,0.074836237,0.013081845,0.036750235,2.41886E-05,0.027013752,0.000775217,0.702961986,0.002587561,0.000349232,0.225088357,0.006212839,0.001575172,0.052148912,0.016716325,0.002227466,0.003010151,0.002048116,0.054365309,0.009946844,0.005207866,0.001009494,0.000762709,0.011876468,0.012696159,0.066906544,0.006426613,0.000790898,0.008529553,0.01570601,0.003037539,0.007738976,0.002859678,0.004780305,0.000880608,0.005587947,0.014220359,0.001310468,0.001386377,0.000467883,0.003960774,0.001833496,0.000152556,0.003743644,5.71199E-09,0.012996597,0.000715739,0.002693592,0.000884961,3.98763E-62,7.59109E-26,5.8162E-06,0.003380751,0.000642585,0.001855284,0.004044284,0.087546901,0.034398804,0.001663586,0.000620705,0.000830151,0.000416684,0.000800846,0.001305086,0.0007073,0.006031673,8.55897E-56,0.00029371,0.003561099,0.118767847,0.000264531,0.000294192,0.053536585,0.001258212,0.001032199,0.000148766,0.000880638,0.000570606,0.000710642,0.002058216,0.002333849,0.001851558,0.002854393,0.048845052,0.002311647,0.001752552,0.002057387,0.009977709,0.038267848,0.00190522,0.002287062,0.000864765,0.000716421,0.001731391,0.000736878,0.002945614,0.003978641,0.002727342,0.002602385,0.002403597,0.002444692,0.002456101,0.002341366,0.002294276,0.002314916,0.002300642,0.002583957,0.002588302,0.00286947,0.002329968
SNORD47,0.074782972,0.110975309,0.230804116,0.072727639,0.019844189,0.041483101,0.004070242,0.053644591,0.004041025,0.69237641,0.011725483,0.002475985,0.166462671,0.009947956,0.00490951,0.078927159,0.033275954,0.006796177,0.014849878,0.009838465,0.0600277,0.014448889,0.011118848,0.005241425,0.006420112,0.018179372,0.023743251,0.068536193,0.01691202,0.00638638,0.021353188,0.028842919,0.004571995,0.023614319,0.008408162,0.011371444,0.004845155,0.00655909,0.026836789,0.008050381,0.015386271,0.010760925,0.005593464,0.005092581,0.004593399,0.011061835,0.003021092,0.022327012,0.007127454,0.007545859,0.005957587,0.003191309,0.003005588,0.002808032,0.0036769,0.006159869,0.00588749,0.005622719,0.088276036,0.037267496,0.007780112,0.004487329,0.006755268,0.004068313,0.00506236,0.007568348,0.004194743,0.006420563,0.002826045,0.00233439,0.013333861,0.505128975,0.002796736,0.003059373,0.055221183,0.006876748,0.004263913,0.003872031,0.004870283,0.00444097,0.00452802,0.00382681,0.004658067,0.002808352,0.003536809,0.048853317,0.011441723,0.003081307,0.004129538,0.008032,0.044552999,0.008584737,0.010405952,0.004250819,0.003682709,0.006652801,0.004126043,0.002750718,0.003822991,0.014627574,0.00411777,0.003398997,0.002529987,0.003190447,0.0025931,0.002809899,0.003077336,0.002912657,0.003186393,0.003723962,0.004490277,0.001798174
SNORD48,0.085654797,0.104045884,0.195991933,0.0692843,0.024431325,0.049564021,0.0059321,0.022815967,0.003308136,0.658452823,0.005178444,0.001355645,0.17718218,0.01219172,0.003319352,0.064787486,0.036776968,0.009822713,0.014029696,0.014345466,0.069774184,0.016560645,0.015840241,0.006876448,0.009410739,0.02366647,0.032211599,0.070928906,0.01846396,0.00932383,0.026642711,0.029250091,0.006486226,0.020402994,0.012118377,0.01615981,0.006695641,0.009199005,0.020358513,0.011769831,0.013716167,0.015843534,0.004624966,0.003962962,0.005657079,0.015928011,0.004437141,0.026896731,0.010182628,0.010863635,0.00593484,0.00470716,0.00442685,0.00396248,0.005001579,0.008750951,0.008281832,0.007950207,0.089079719,0.041113998,0.007378004,0.006260109,0.005830396,0.005808899,0.006787087,0.006884323,0.003940472,0.008772173,0.004167957,0.002837359,0.003111527,0.080309086,0.003986015,0.004067829,0.056302386,0.005208149,0.005245656,0.004620408,0.005568989,0.005129241,0.005341788,0.005091458,0.005611563,0.003969662,0.00497401,0.050342577,0.002598514,0.002417755,0.002871123,0.00816486,0.034744884,0.004199537,0.004732152,0.003559269,0.002742718,0.00368447,0.003278732,0.00218307,0.003731828,0.001620304,0.00370875,0.003445587,0.002604669,0.003089271,0.002558882,0.002803965,0.003057678,0.002956706,0.002885172,0.003642381,0.001804656,0.00206307
SNORD49A,0.052950427,0.103859303,0.185452934,0.068505499,0.002205649,0.019871353,2.17188E-05,0.022803127,0.000665909,0.639788565,0.002024401,0.00023458,0.146095401,0.005394522,0.000909466,0.039597328,0.00611918,4.4681E-05,0.001577934,1.65077E-42,0.042368794,0.001068011,0.000329245,0.000249989,2.25119E-37,0.002832055,0.004628047,0.065895691,0.001064195,2.995E-06,0.002235648,0.006297033,2.44825E-42,0.001183363,0.000123206,0.000631311,0.000231608,4.50387E-42,0.007922695,1.05623E-42,0.000766459,2.2931E-07,0.003583044,0.001093852,9.49346E-05,0.000206848,3.56572E-09,0.008476665,0.000741409,0.000113119,0.00033865,3.64027E-75,4.73875E-26,3.96661E-30,2.01531E-11,0.000383128,0.000271936,3.25968E-42,0.090694595,0.030181134,0.001524704,0.000643022,0.000634961,0.000431666,0.00081112,0.001131576,0.000617947,0.000543181,5.34294E-56,0.000277265,0.001403838,0.082698955,0.000273536,0.000286531,0.055461459,0.000895203,0.000718255,9.28666E-05,0.000402584,0.000231746,0.000219056,3.27627E-05,9.13846E-05,1.49235E-42,2.30063E-42,0.04872535,0.001601137,0.000953142,0.000791726,0.007424021,0.034356632,0.001518828,0.001496078,0.000758034,0.000601193,0.001474554,0.000615774,0.000628057,0.000413656,0.001702547,0.000267936,0.000214877,7.87323E-05,0.000120663,9.07853E-05,9.59264E-05,0.000110096,9.80995E-05,0.000191552,0.000256267,0.000688999,3.2624E-05
SNORD49B,0.117565985,0.127001431,0.319324815,0.087424818,0.04046527,0.072460546,0.0085641,0.036457792,0.009303583,0.749838069,0.011142224,0.008819839,0.358469333,0.01583083,0.010983028,0.075560118,0.042269291,0.014564231,0.013496357,0.014124513,0.079540243,0.033687177,0.022264226,0.0108201,0.010630773,0.035739728,0.034824527,0.087854756,0.023810534,0.010688861,0.027496033,0.039060249,0.016868371,0.026363284,0.016173963,0.020460312,0.010540152,0.023848087,0.031586083,0.012127437,0.010187373,0.009820089,0.012658899,0.011464639,0.008656039,0.018430388,0.008497601,0.028500873,0.009297193,0.015691289,0.010107699,0.008501055,0.008499085,0.008484076,0.017758401,0.009632423,0.013132629,0.01956121,0.105237299,0.047143115,0.01026523,0.009169111,0.00931549,0.008936017,0.009368386,0.00985763,0.00923451,0.024045426,0.008479345,0.008802461,0.014245267,0.126379416,0.008771277,0.00879934,0.067664904,0.010019373,0.010107242,0.008637066,0.010116999,0.009550201,0.009961932,0.014031783,0.014623296,0.013548776,0.016298106,0.061722129,0.01078134,0.011609622,0.012575881,0.022154308,0.048708671,0.010450673,0.01129636,0.009403135,0.009232269,0.010301965,0.009260352,0.01531678,0.018592872,0.011122682,0.014987969,0.014613151,0.014986106,0.014896809,0.014669635,0.014524375,0.014541314,0.014536508,0.015118047,0.015024244,0.014808252,0.014806994
SNORD4A,0.082593541,0.115706587,0.244477236,0.088336888,0.021179368,0.045963674,0.005685786,0.03146325,0.005790813,0.712688276,0.007653399,0.00509056,0.230757662,0.012121217,0.006545788,0.060877541,0.026275481,0.008443091,0.009758371,0.009113389,0.063578159,0.01673731,0.012286879,0.006735909,0.007015331,0.019688387,0.021880609,0.070763813,0.013814941,0.007019795,0.017260945,0.023946095,0.008593899,0.015488048,0.009448108,0.011922933,0.006585819,0.011466732,0.020690458,0.007961625,0.008323653,0.007936513,0.00880489,0.00692072,0.005732243,0.010950161,0.005379027,0.020773252,0.006994516,0.009038555,0.006510019,0.005412646,0.005365567,0.005439516,0.008742849,0.006836244,0.007761717,0.009764272,0.089855032,0.041001951,0.00726568,0.006247867,0.006306404,0.005928832,0.006424137,0.006882592,0.00584921,0.011718872,0.00530123,0.005311303,0.008261564,0.121093076,0.005480863,0.005520918,0.057053641,0.006563674,0.006382613,0.005524689,0.006340624,0.006008088,0.006165493,0.007384724,0.007737117,0.006997345,0.008102456,0.052998235,0.00698263,0.006628326,0.006984549,0.014875899,0.042923519,0.006906505,0.007365799,0.005914099,0.005638638,0.006651191,0.005758485,0.007638678,0.008889084,0.007194066,0.007631894,0.007402159,0.007300557,0.007399123,0.007203228,0.007222574,0.007263062,0.007230548,0.007469879,0.007606388,0.007486244,0.007106228
